date,close
2014-06-23, 327.240
2014-06-20, 324.200
2014-06-19, 327.000
2014-06-18, 334.380
2014-06-17, 325.620
2014-06-16, 327.620
2014-06-13, 326.270
2014-06-12, 325.910
2014-06-11, 335.200
2014-06-10, 332.410
2014-06-09, 327.500
2014-06-06, 329.670
2014-06-05, 323.570
2014-06-04, 306.780
2014-06-03, 307.190
2014-06-02, 308.840
2014-05-30, 312.550
2014-05-29, 313.780
2014-05-28, 310.160
2014-05-27, 310.820
2014-05-23, 312.240
2014-05-22, 304.910
2014-05-21, 305.010
2014-05-20, 301.190
2014-05-19, 296.755
2014-05-16, 297.700
2014-05-15, 295.190
2014-05-14, 297.620
2014-05-13, 304.640
2014-05-12, 302.860
2014-05-09, 292.240
2014-05-08, 288.320
2014-05-07, 292.710
2014-05-06, 297.380
2014-05-05, 310.050
2014-05-02, 308.010
2014-05-01, 307.890
2014-04-30, 304.130
2014-04-29, 300.380
2014-04-28, 296.580
2014-04-25, 303.830
2014-04-24, 337.150
2014-04-23, 324.580
2014-04-22, 329.320
2014-04-21, 330.870
2014-04-17, 324.910
2014-04-16, 323.680
2014-04-15, 316.080
2014-04-14, 315.910
2014-04-11, 311.730
2014-04-10, 317.110
2014-04-09, 331.805
2014-04-08, 327.070
2014-04-07, 317.760
2014-04-04, 323.000
2014-04-03, 333.620
2014-04-02, 341.960
2014-04-01, 342.990
2014-03-31, 336.365
2014-03-28, 338.290
2014-03-27, 338.470
2014-03-26, 343.410
2014-03-25, 354.710
2014-03-24, 351.850
2014-03-21, 360.620
2014-03-20, 368.970
2014-03-19, 373.230
2014-03-18, 378.770
2014-03-17, 375.040
2014-03-14, 373.740
2014-03-13, 371.510
2014-03-12, 370.640
2014-03-11, 368.820
2014-03-10, 370.530
2014-03-07, 372.060
2014-03-06, 372.160
2014-03-05, 372.370
2014-03-04, 363.900
2014-03-03, 359.780
2014-02-28, 362.100
2014-02-27, 360.130
2014-02-26, 359.800
2014-02-25, 358.320
2014-02-24, 351.780
2014-02-21, 346.760
2014-02-20, 349.800
2014-02-19, 347.380
2014-02-18, 353.650
2014-02-14, 357.350
2014-02-13, 357.200
2014-02-12, 349.250
2014-02-11, 361.790
2014-02-10, 360.870
